Total contribution to GDP,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Percentage of GDP,9.78778,10.6693,11.3231,12.0291,11.8079,11.9236,12.2586,11.7788,10.5779,11.0634,10.5676,10.6201,11.343,10.2496,9.89989,9.54635,9.75144,10.1665,10.6314,10.9729,11.6496,11.9551,12.4288,12.6386,12.6864,12.6676,12.7172,12.7585,12.833,12.918,13.0183,13.1278,13.2317,13.361,13.5157,
